,student_country,onboard_flag,totaldays_engaged,tendaysafter,conversion
15541,US,1,3,1,1
15542,US,1,3,1,1
15543,US,1,3,1,1
15544,US,1,3,1,1
15545,BR,1,1,2,0
15546,TR,0,0,0,0
15547,BR,1,1,9,0
15548,EG,1,1,1,0
15549,KE,1,1,2,0
15550,MX,1,1,6,0
15551,PL,1,1,0,0
15552,US,0,0,0,0
15553,DZ,0,0,0,0
15554,DZ,1,1,2,0
15555,US,1,2,32,0
15556,ES,0,0,0,0
15557,IN,0,0,0,0
15558,US,1,1,0,0
15559,NL,1,1,0,0
15560,NG,1,2,38,0
15561,US,0,0,0,0
15562,US,1,1,6,0
15563,US,1,1,1,0
15564,NG,0,0,0,0
15565,US,0,0,0,0
15566,BR,0,0,0,0
15567,CA,1,4,259,0
15568,CA,0,0,0,0
15569,IN,1,1,32,0
15570,US,1,1,54,0
15571,AR,0,0,0,0
15572,US,1,1,25,0
15573,US,1,1,0,0
15574,FR,0,0,0,0
15575,AU,1,2,8,0
15576,IN,0,0,0,0
15577,SD,0,0,0,0
15578,IN,0,0,0,0
15579,UG,0,0,0,0
15580,NP,1,1,3,0
15581,US,0,0,0,0
15582,IN,0,0,0,0
15583,NG,0,0,0,0
15584,MY,0,0,0,0
15585,IN,1,54,244,1
15586,NG,0,0,0,0
15587,BG,1,1,0,0
15588,IN,0,0,0,0
15589,RS,1,2,22,0
15590,IN,0,0,0,0
15591,IN,0,0,0,0
15592,IN,1,1,4,0
15593,NG,0,0,0,0
15594,GH,0,0,0,0
15595,GB,0,0,0,0
15596,UG,0,0,0,0
15597,IN,1,1,4,0
15598,PL,0,0,0,0
15599,IN,1,1,7,0
15600,IN,0,0,0,0
15601,AE,1,1,7,0
15602,ES,1,1,11,0
15603,US,1,3,9,0
15604,CA,0,0,0,0
15605,AT,0,0,0,0
15606,ID,1,1,42,0
15607,EG,0,0,0,0
15608,IN,0,0,0,0
15609,ID,1,1,0,0
15610,ES,0,0,0,0
15611,GB,0,0,0,0
15612,IN,0,0,0,0
15613,EG,0,0,0,0
15614,NG,0,0,0,0
15615,ES,0,0,0,0
15616,DE,0,0,0,0
15617,GB,0,0,0,0
15618,BD,0,0,0,0
15619,CA,0,0,0,0
15620,PS,0,0,0,0
15621,BD,0,0,0,0
15622,IN,0,0,0,0
15623,BE,0,0,0,0
15624,CO,0,0,0,0
15625,IN,0,0,0,0
15626,CA,0,0,0,0
15627,NL,0,0,0,0
15628,EG,0,0,0,0
15629,US,0,0,0,0
15630,MX,1,2,46,0
15631,EG,0,0,0,0
15632,US,1,1,19,0
15633,EG,0,0,0,0
15634,IN,0,0,0,0
15635,NG,0,0,0,0
15636,KE,1,2,67,0
15637,US,0,0,0,0
15638,TN,0,0,0,0
15639,EG,0,0,0,0
15640,BR,1,1,25,0
15641,US,0,0,0,0
15642,KE,1,7,48,0
15643,NG,1,2,1,0
15644,US,1,8,199,1
15645,FR,1,2,1,0
15646,CO,1,1,0,0
15647,US,1,5,42,0
15648,US,1,15,117,1
15649,US,0,0,0,0
15650,US,1,2,8,0
15651,US,1,6,139,1
15652,US,1,6,139,1
15653,US,1,6,139,1
15654,US,1,6,139,1
15655,US,0,0,0,0
15656,US,1,10,67,1
15657,MA,1,1,3,0
15658,BR,0,0,0,0
15659,SG,0,0,0,0
15660,MY,0,0,0,0
15661,VN,1,2,4,0
15662,US,1,1,12,0
15663,IN,0,0,0,0
15664,BR,1,1,11,0
15665,BD,0,0,0,0
15666,IN,1,1,1,0
15667,PK,1,1,0,0
15668,VN,0,0,0,0
15669,AU,1,1,15,0
15670,ID,0,0,0,0
15671,US,0,0,0,0
15672,TW,0,0,0,0
15673,CA,0,0,0,0
15674,IN,0,0,0,0
15675,IN,0,0,0,0
15676,AT,0,0,0,0
15677,IN,1,1,17,0
15678,NG,0,0,0,0
15679,IN,0,0,0,0
15680,DE,1,1,0,0
15681,ZA,1,2,23,0
15682,JP,0,0,0,0
15683,US,0,0,0,0
15684,IN,0,0,0,0
15685,MY,0,0,0,0
15686,AU,1,1,7,0
15687,IN,1,1,1,0
15688,NG,1,4,39,0
15689,DE,0,0,0,0
15690,MY,0,0,0,0
15691,IN,1,1,7,0
15692,US,1,1,19,0
15693,PK,1,1,0,0
15694,NL,1,3,3,1
15695,ZA,1,1,6,0
15696,RU,0,0,0,0
15697,PH,1,1,5,0
15698,NL,0,0,0,0
15699,EG,1,2,28,0
15700,IN,1,1,1,0
15701,IN,0,0,0,0
15702,BD,1,1,8,0
15703,TN,0,0,0,0
15704,BD,0,0,0,0
15705,IN,1,1,17,0
15706,EG,1,1,9,0
15707,NG,1,1,14,0
15708,IN,0,0,0,0
15709,IN,1,3,0,0
15710,US,1,3,29,0
15711,MW,0,0,0,0
15712,EG,0,0,0,0
15713,GE,1,3,0,0
15714,US,1,3,6,0
15715,IT,1,6,8,0
15716,GB,1,3,43,0
15717,US,1,6,103,0
15718,EG,0,0,0,0
15719,GB,1,1,0,0
15720,IN,0,0,0,0
15721,IN,0,0,0,0
15722,EC,1,20,0,0
15723,MM,1,1,22,0
15724,CA,1,3,39,0
15725,IN,0,0,0,0
15726,SG,1,1,0,0
15727,MA,1,1,0,0
15728,TR,1,1,1,0
15729,IN,1,2,46,0
15730,HK,0,0,0,0
15731,US,1,1,7,0
15732,ID,0,0,0,0
15733,US,0,0,0,0
15734,US,0,0,0,0
15735,EG,0,0,0,0
15736,PH,1,1,0,0
15737,US,0,0,0,0
15738,PK,0,0,0,0
15739,IN,1,1,6,0
15740,IN,0,0,0,0
15741,PT,0,0,0,0
15742,US,1,2,15,0
15743,IN,1,1,21,0
15744,US,1,5,265,1
15745,BE,1,2,14,0
15746,NG,1,2,46,0
15747,IE,1,1,3,0
15748,IN,1,1,0,0
15749,EG,1,1,0,0
15750,US,1,11,175,1
15751,IN,0,0,0,0
15752,GB,1,1,31,0
15753,PL,0,0,0,0
15754,GB,0,0,0,0
15755,US,1,21,272,1
15756,IN,1,3,123,0
15757,MX,0,0,0,0
15758,US,0,0,0,0
15759,BR,1,1,0,0
15760,CA,0,0,0,0
15761,US,1,1,10,0
15762,US,0,0,0,0
15763,EG,0,0,0,0
15764,US,1,2,19,0
15765,NG,1,1,31,0
15766,MA,1,2,78,0
15767,PT,1,1,27,0
15768,US,1,1,2,0
15769,US,1,1,4,0
15770,NG,1,1,8,0
15771,US,1,1,8,0
15772,AU,1,1,13,0
15773,IN,1,2,2,0
15774,US,0,0,0,0
15775,US,1,4,105,1
15776,US,1,4,105,1
15777,US,1,4,105,1
15778,US,1,4,105,1
15779,IN,1,1,13,0
15780,US,1,2,8,0
15781,IN,1,1,4,0
15782,US,1,1,25,0
15783,JP,1,1,8,0
15784,PK,1,1,3,0
15785,TH,1,1,1,0
15786,ID,0,0,0,0
15787,CA,0,0,0,0
15788,NG,0,0,0,0
15789,EG,0,0,0,0
15790,AU,1,1,0,0
15791,KH,0,0,0,0
15792,IN,1,1,34,0
15793,IN,0,0,0,0
15794,IN,1,1,21,0
15795,IN,0,0,0,0
15796,BG,0,0,0,0
15797,NG,1,5,32,0
15798,TN,0,0,0,0
15799,TN,0,0,0,0
15800,IN,1,1,1,0
15801,US,0,0,0,0
15802,IN,0,0,0,0
15803,GB,0,0,0,0
15804,SG,1,1,8,0
15805,AE,0,0,0,0
15806,IN,0,0,0,0
15807,IN,1,3,29,0
15808,PK,1,32,314,1
15809,PK,1,32,314,1
15810,PK,1,32,314,1
15811,PK,1,32,314,1
15812,PK,1,32,314,1
15813,PK,0,0,0,0
15814,UA,1,2,0,0
15815,CI,1,1,1,0
15816,HR,1,8,12,1
15817,ES,1,1,16,0
15818,PT,1,1,0,0
15819,KE,1,1,1,0
15820,NG,1,5,44,0
15821,GB,0,0,0,0
15822,NG,1,1,2,0
15823,US,0,0,0,0
15824,UA,0,0,0,0
15825,ZA,0,0,0,0
15826,NG,1,4,93,0
15827,NG,0,0,0,0
15828,IN,1,1,0,0
15829,IN,0,0,0,0
15830,VN,0,0,0,0
15831,IN,0,0,0,0
15832,ZA,1,1,1,0
15833,IN,0,0,0,0
15834,IN,0,0,0,0
15835,FR,1,1,30,0
15836,NG,1,2,10,0
15837,UZ,1,30,70,1
15838,UZ,1,30,70,1
15839,UZ,1,30,70,1
15840,UZ,1,30,70,1
15841,UZ,1,30,70,1
15842,US,0,0,0,0
15843,IN,1,2,88,0
15844,UZ,1,1,11,0
15845,BE,1,9,32,1
15846,BE,1,9,32,1
15847,US,1,1,12,0
15848,IN,0,0,0,0
15849,CN,1,1,3,0
15850,GB,1,1,30,0
15851,MA,1,3,43,0
15852,ID,1,1,1,0
15853,AT,0,0,0,0
15854,IN,1,1,46,0
15855,IN,0,0,0,0
15856,CA,0,0,0,0
15857,PL,1,21,44,1
15858,IN,1,1,7,0
15859,IT,1,1,0,0
15860,GB,1,1,1,0
15861,IN,1,1,22,0
15862,PT,0,0,0,0
15863,NG,1,1,0,0
15864,IN,1,1,1,0
15865,DE,0,0,0,0
15866,PT,1,1,0,0
15867,NG,0,0,0,0
15868,IN,1,1,7,0
15869,NG,1,3,33,0
15870,BR,0,0,0,0
15871,DK,0,0,0,0
15872,US,0,0,0,0
15873,US,1,4,71,0
15874,BD,0,0,0,0
15875,GB,1,1,0,0
15876,US,0,0,0,0
15877,AU,1,2,23,0
15878,NL,1,1,4,0
15879,LB,1,1,1,0
15880,GB,1,66,149,1
15881,US,1,2,1,0
15882,US,1,2,3,0
15883,US,1,8,297,1
15884,US,1,2,18,0
15885,PH,1,1,0,0
15886,US,0,0,0,0
15887,CA,0,0,0,0
15888,SK,0,0,0,0
15889,US,1,1,0,0
15890,IN,1,1,1,0
15891,NZ,0,0,0,0
15892,EG,0,0,0,0
15893,NG,0,0,0,0
15894,IN,0,0,0,0
15895,AE,1,1,2,0
15896,KR,1,1,3,0
15897,IN,0,0,0,0
15898,CA,0,0,0,0
15899,US,0,0,0,0
15900,PK,1,1,0,0
15901,IN,0,0,0,0
15902,US,1,6,66,1
15903,IN,0,0,0,0
15904,KW,0,0,0,0
15905,CN,1,1,8,0
15906,IN,0,0,0,0
15907,AU,1,1,5,0
15908,GE,1,1,51,0
15909,GE,1,1,3,0
15910,KE,0,0,0,0
15911,NL,1,1,14,0
15912,AE,1,3,38,0
15913,IN,0,0,0,0
15914,IN,1,1,5,0
15915,KE,0,0,0,0
15916,KZ,1,37,108,1
15917,GE,1,1,16,0
15918,LK,1,2,22,0
15919,IN,0,0,0,0
15920,MY,0,0,0,0
15921,GB,1,1,85,0
15922,ZA,1,3,73,0
15923,AF,0,0,0,0
15924,MA,1,3,102,0
15925,BG,0,0,0,0
15926,CA,1,1,33,0
15927,IN,0,0,0,0
15928,DK,0,0,0,0
15929,ZA,1,35,6,1
15930,IN,0,0,0,0
15931,GH,0,0,0,0
15932,IN,1,1,8,0
15933,IN,0,0,0,0
15934,IN,0,0,0,0
15935,IN,0,0,0,0
15936,IN,1,1,1,0
15937,PK,0,0,0,0
15938,NL,0,0,0,0
15939,EG,1,2,1,0
15940,IN,1,55,236,1
15941,IN,0,0,0,0
15942,BE,0,0,0,0
15943,ZA,0,0,0,0
15944,EG,0,0,0,0
15945,EG,0,0,0,0
15946,DE,1,30,90,1
15947,GB,0,0,0,0
15948,IN,1,1,1,0
15949,LK,0,0,0,0
15950,SA,1,29,48,1
15951,HR,0,0,0,0
15952,PH,1,1,1,0
15953,IN,1,1,0,0
15954,ZA,0,0,0,0
15955,US,1,1,10,0
15956,EG,1,1,0,0
15957,IN,0,0,0,0
15958,GB,1,1,8,0
15959,CA,1,2,0,1
15960,IL,1,2,29,0
15961,BE,1,1,0,0
15962,US,1,4,52,1
15963,US,1,4,52,1
15964,US,1,4,52,1
15965,US,0,0,0,0
15966,NG,0,0,0,0
15967,JO,1,3,83,0
15968,IN,0,0,0,0
15969,BD,0,0,0,0
15970,US,1,1,0,1
15971,CZ,1,1,11,0
15972,US,1,3,16,0
15973,PL,0,0,0,0
15974,GB,0,0,0,0
15975,ES,1,2,68,0
15976,GB,1,1,7,0
15977,NG,1,3,0,0
15978,NG,0,0,0,0
15979,IN,1,1,1,0
15980,IN,0,0,0,0
15981,IN,0,0,0,0
15982,EG,0,0,0,0
15983,IN,0,0,0,0
15984,BY,1,26,10,1
15985,IN,0,0,0,0
15986,IN,1,2,0,0
15987,BD,1,2,18,0
15988,IN,1,2,24,0
15989,IN,0,0,0,0
15990,US,0,0,0,0
15991,BR,0,0,0,0
15992,KE,1,2,36,0
15993,SA,0,0,0,0
15994,EG,0,0,0,0
15995,VN,0,0,0,0
15996,NG,1,5,0,0
15997,IN,1,3,0,0
15998,EG,1,11,0,0
15999,IN,0,0,0,0
16000,NG,0,0,0,0
16001,GB,1,1,0,0
16002,KR,1,6,179,1
16003,KE,1,8,65,1
16004,GB,0,0,0,0
16005,IN,1,1,1,0
16006,EG,0,0,0,0
16007,KZ,1,1,1,0
16008,AO,0,0,0,0
16009,EG,1,1,2,0
16010,KE,1,1,7,0
16011,BR,1,3,32,1
16012,EG,1,1,2,0
16013,TH,0,0,0,0
16014,CD,1,2,4,0
16015,EG,0,0,0,0
16016,US,1,1,1,0
16017,IN,1,19,0,1
16018,VN,1,1,16,0
16019,EG,1,2,0,0
16020,EG,0,0,0,0
16021,IN,0,0,0,0
16022,IN,1,1,4,0
16023,EG,0,0,0,0
16024,US,1,6,160,1
16025,US,1,1,7,0
16026,TN,0,0,0,0
16027,ID,1,1,1,0
16028,IN,1,3,1,0
16029,US,0,0,0,0
16030,OM,0,0,0,0
16031,PK,0,0,0,0
16032,PK,1,1,2,0
16033,NP,0,0,0,0
16034,US,0,0,0,0
16035,US,1,10,0,1
16036,ZA,1,1,3,0
16037,KW,1,1,0,0
16038,IN,1,1,1,0
16039,DZ,0,0,0,0
16040,BR,1,1,9,0
16041,EG,1,1,0,0
16042,NG,0,0,0,0
16043,IN,1,1,12,0
16044,EG,0,0,0,0
16045,EG,0,0,0,0
16046,NG,0,0,0,0
16047,CA,0,0,0,0
16048,NG,0,0,0,0
16049,EG,0,0,0,0
16050,TR,0,0,0,0
16051,EG,0,0,0,0
16052,US,0,0,0,1
16053,US,0,0,0,0
16054,NG,1,1,0,0
16055,PK,0,0,0,1
16056,TR,1,1,2,0
16057,PK,1,7,2,0
16058,NG,0,0,0,0
16059,EG,1,1,0,0
16060,TR,1,2,1,0
16061,IN,1,1,10,0
16062,US,1,1,1,0
16063,CO,1,1,1,0
16064,US,1,5,2,0
16065,IN,1,1,0,0
16066,IN,0,0,0,0
16067,IN,1,1,1,0
16068,IN,1,1,0,0
16069,IN,0,0,0,0
16070,PK,0,0,0,0
16071,IN,1,1,0,0
16072,US,1,1,1,0
16073,IN,1,1,45,0
16074,NG,0,0,0,0
16075,AE,0,0,0,0
16076,SA,1,1,15,0
16077,AZ,1,1,1,0
16078,LR,1,2,29,0
16079,GB,1,2,0,0
16080,IN,0,0,0,0
16081,MA,0,0,0,0
16082,TR,0,0,0,0
16083,EG,1,1,6,0
16084,GB,1,1,16,0
16085,ID,1,1,4,0
16086,EG,0,0,0,0
16087,NG,1,1,61,0
16088,IN,0,0,0,0
16089,EG,0,0,0,0
16090,ZA,1,1,8,0
16091,OM,1,8,12,0
16092,IT,1,15,0,1
16093,PH,0,0,0,0
16094,LS,1,1,0,0
16095,AU,1,2,49,0
16096,IN,0,0,0,0
16097,SG,0,0,0,0
16098,GB,1,1,0,0
16099,IN,1,2,2,0
16100,IN,1,1,0,0
16101,VN,1,2,1,0
16102,US,1,1,4,0
16103,RW,0,0,0,0
16104,HR,0,0,0,0
16105,ID,0,0,0,0
16106,IN,0,0,0,0
16107,AE,0,0,0,0
16108,US,1,1,2,0
16109,IN,1,1,9,0
16110,TR,1,1,1,0
16111,EG,1,2,51,0
16112,IN,0,0,0,0
16113,IT,1,1,37,0
16114,ID,1,1,0,0
16115,US,1,6,7,1
16116,IN,1,3,2,0
16117,MA,1,1,0,0
16118,TR,0,0,0,0
16119,NG,0,0,0,0
16120,US,1,5,66,0
16121,KE,0,0,0,0
16122,US,0,0,0,0
16123,IQ,0,0,0,0
16124,CA,0,0,0,0
16125,AR,1,5,24,0
16126,US,0,0,0,0
16127,EG,1,1,1,0
16128,EG,1,1,0,0
16129,EG,1,1,1,0
16130,AZ,1,2,0,0
16131,BR,0,0,0,0
16132,MA,1,1,3,0
16133,EG,1,1,0,0
16134,US,1,2,0,1
16135,MX,1,1,42,0
16136,BR,1,2,5,0
16137,EG,0,0,0,0
16138,EG,1,4,84,0
16139,ID,1,3,8,0
16140,GB,0,0,0,0
16141,PK,1,1,1,0
16142,KZ,1,1,1,0
16143,IN,0,0,0,0
16144,SG,0,0,0,0
16145,US,1,1,16,0
16146,TR,1,1,0,0
16147,SA,0,0,0,1
16148,CA,1,3,0,1
16149,CR,1,46,50,1
16150,CR,1,46,50,1
16151,IN,1,1,1,0
16152,PK,0,0,0,0
16153,IN,0,0,0,0
16154,AU,1,2,0,0
16155,IN,0,0,0,0
16156,IN,1,1,0,0
16157,AE,0,0,0,0
16158,EG,0,0,0,0
16159,ZW,0,0,0,0
16160,PK,1,18,4,0
16161,IN,0,0,0,0
16162,NZ,1,2,104,0
16163,IN,0,0,0,0
16164,IN,1,1,0,0
16165,PK,0,0,0,0
16166,IN,1,1,51,0
16167,GB,1,49,287,1
16168,ET,1,2,7,0
16169,GB,1,1,1,0
16170,NG,1,2,0,0
16171,GB,0,0,0,0
16172,PH,0,0,0,0
16173,ID,0,0,0,0
16174,RO,0,0,0,0
16175,IN,1,1,1,0
16176,IN,0,0,0,0
16177,PH,0,0,0,0
16178,DE,1,1,6,0
16179,LK,1,1,6,0
16180,IN,1,1,1,0
16181,IN,0,0,0,0
16182,BG,1,26,263,1
16183,PK,0,0,0,0
16184,PH,1,1,6,0
16185,IN,0,0,0,0
16186,TR,0,0,0,0
16187,NG,0,0,0,0
16188,IN,0,0,0,0
16189,NG,0,0,0,0
16190,IN,1,1,0,0
16191,US,1,46,290,1
16192,NG,0,0,0,0
16193,US,1,1,4,0
16194,US,0,0,0,0
16195,ID,0,0,0,0
16196,EG,1,2,1,0
16197,EG,0,0,0,0
16198,US,0,0,0,0
16199,GB,0,0,0,0
16200,IN,1,1,0,0
16201,ID,1,1,0,0
16202,ZA,1,7,49,1
16203,ZA,1,7,49,1
16204,ZA,1,7,49,1
16205,ZA,1,7,49,1
16206,PK,1,1,0,0
16207,JP,1,3,82,1
16208,IE,0,0,0,0
16209,US,1,5,0,0
16210,HK,1,1,6,0
16211,IN,1,3,3,0
16212,EG,0,0,0,0
16213,FR,0,0,0,0
16214,CL,1,1,19,0
16215,ID,1,2,37,0
16216,US,0,0,0,1
16217,IN,0,0,0,0
16218,DE,1,1,0,0
16219,TR,0,0,0,0
16220,US,1,1,9,0
16221,EG,0,0,0,0
16222,IN,0,0,0,0
16223,EG,0,0,0,0
16224,MA,1,1,14,0
16225,CL,1,1,2,0
16226,IN,0,0,0,0
16227,US,1,1,1,0
16228,PK,1,1,9,0
16229,PH,1,95,218,1
16230,KW,1,1,2,0
16231,US,0,0,0,0
16232,KE,1,1,19,0
16233,US,0,0,0,0
16234,PT,0,0,0,0
16235,NI,1,1,1,0
16236,KW,1,1,1,0
16237,GB,1,1,1,0
16238,US,0,0,0,0
16239,ZA,1,2,39,0
16240,US,1,1,14,0
16241,EG,1,1,0,0
16242,BR,1,6,95,0
16243,CA,1,1,61,0
16244,PK,1,5,80,0
16245,MX,1,4,80,0
16246,JO,1,1,35,0
16247,US,1,5,18,1
16248,AU,1,6,0,1
16249,US,0,0,0,0
16250,MX,1,2,9,1
16251,ID,0,0,0,0
16252,MX,0,0,0,0
16253,EG,1,1,34,0
16254,DO,1,1,8,0
16255,PA,1,2,13,0
16256,BR,0,0,0,0
16257,CA,1,1,10,0
16258,JP,1,1,12,0
16259,IN,0,0,0,0
16260,SV,1,10,3,1
16261,IN,1,1,1,0
16262,AU,1,2,0,0
16263,IN,1,2,67,0
16264,US,1,1,2,0
16265,IN,0,0,0,0
16266,CH,1,1,6,0
16267,TD,1,1,2,0
16268,BD,1,18,104,1
16269,NL,0,0,0,0
16270,US,1,9,260,1
16271,US,1,9,260,1
16272,US,1,9,260,1
16273,US,1,9,260,1
16274,US,1,9,260,1
16275,IN,0,0,0,0
16276,IT,1,42,170,1
16277,IN,0,0,0,0
16278,PH,1,19,459,1
16279,IN,1,1,0,0
16280,IL,1,1,0,0
16281,IN,0,0,0,0
16282,NE,0,0,0,0
16283,PK,0,0,0,0
16284,VN,0,0,0,0
16285,ZW,0,0,0,0
16286,DE,1,1,5,0
16287,BH,1,1,27,0
16288,BD,0,0,0,0
16289,TR,1,2,47,0
16290,EG,0,0,0,0
16291,CA,1,2,50,0
16292,FR,1,1,38,0
16293,IN,1,1,0,0
16294,IE,0,0,0,0
16295,NG,1,1,7,0
16296,IN,1,1,2,0
16297,PL,1,2,22,0
16298,NG,1,1,1,0
16299,SG,1,11,638,0
16300,PT,0,0,0,0
16301,RU,0,0,0,0
16302,US,1,1,55,0
16303,US,0,0,0,0
16304,ZA,0,0,0,0
16305,RO,0,0,0,0
16306,IN,0,0,0,0
16307,US,1,2,21,0
16308,IN,0,0,0,0
16309,AE,1,9,102,1
16310,EG,0,0,0,0
16311,US,0,0,0,0
16312,IN,0,0,0,0
16313,IN,0,0,0,0
16314,IN,0,0,0,0
16315,ZW,0,0,0,0
16316,ZA,1,1,0,0
16317,CA,1,16,5,0
16318,EG,0,0,0,0
16319,NL,0,0,0,0
16320,US,1,2,63,1
16321,PE,0,0,0,0
16322,IN,0,0,0,0
16323,IN,0,0,0,0
16324,LK,0,0,0,0
16325,DE,1,7,101,1
16326,NG,0,0,0,0
16327,NL,1,5,4,0
16328,AU,0,0,0,0
16329,US,0,0,0,0
16330,EG,1,4,0,0
16331,US,0,0,0,0
16332,KW,0,0,0,0
16333,EG,1,1,1,0
16334,US,1,1,0,0
16335,US,1,2,29,0
16336,PH,1,1,11,0
16337,IN,0,0,0,0
16338,PK,0,0,0,0
16339,IN,0,0,0,0
16340,SG,0,0,0,0
16341,BD,1,1,11,0
16342,ID,1,1,7,0
16343,ZA,0,0,0,0
16344,IQ,0,0,0,0
16345,AU,1,1,3,0
16346,SA,0,0,0,0
16347,TR,1,1,1,0
16348,VN,0,0,0,0
16349,IN,0,0,0,0
16350,AU,1,3,0,1
16351,ID,0,0,0,0
16352,US,1,3,4,0
16353,PK,0,0,0,0
16354,IN,1,1,0,0
16355,GB,1,6,79,0
16356,NG,1,3,41,0
16357,IN,0,0,0,0
16358,KE,0,0,0,0
16359,PH,1,25,130,1
16360,IN,0,0,0,0
16361,RU,1,45,123,1
16362,PH,1,1,1,0
16363,KZ,1,1,1,0
16364,TH,1,6,170,1
16365,NG,0,0,0,0
16366,IN,1,1,6,0
16367,DE,1,1,0,0
16368,IT,0,0,0,0
16369,IN,1,5,22,0
16370,IN,1,4,53,0
16371,NL,0,0,0,0
16372,SZ,0,0,0,0
16373,NG,1,11,51,1
16374,NG,0,0,0,0
16375,GB,1,1,75,0
16376,GB,0,0,0,0
16377,US,0,0,0,0
16378,IN,0,0,0,0
16379,IN,0,0,0,0
16380,PK,0,0,0,0
16381,IN,0,0,0,0
16382,US,1,1,30,0
16383,US,0,0,0,0
16384,IN,1,2,17,0
16385,IN,1,13,1050,0
16386,US,1,6,126,1
16387,IN,1,1,5,0
16388,DK,0,0,0,0
16389,IN,0,0,0,0
16390,TR,1,1,0,0
16391,GB,0,0,0,0
16392,DZ,0,0,0,0
16393,IN,0,0,0,0
16394,US,1,3,34,0
16395,EG,1,3,1,0
16396,DE,1,19,411,1
16397,TN,1,4,86,0
16398,IN,1,5,12,0
16399,MA,0,0,0,0
16400,TR,0,0,0,0
16401,IN,1,9,202,0
16402,LK,1,2,26,1
16403,ES,0,0,0,0
16404,IN,0,0,0,0
16405,FR,0,0,0,0
16406,EC,0,0,0,0
16407,AE,1,82,190,1
16408,AE,1,82,190,1
16409,AE,1,82,190,1
16410,IN,1,1,0,0
16411,IN,0,0,0,0
16412,US,0,0,0,0
16413,NE,1,2,20,1
16414,GB,1,22,264,1
16415,SA,1,1,6,0
16416,NL,1,1,1,0
16417,PK,0,0,0,0
16418,GB,1,1,4,0
16419,US,1,12,152,1
16420,US,0,0,0,0
16421,EG,1,1,1,0
16422,BR,0,0,0,0
16423,CO,1,4,57,0
16424,PH,1,1,43,0
16425,VN,1,1,0,0
16426,US,1,1,27,0
16427,EG,0,0,0,0
16428,ES,1,1,29,0
16429,IN,0,0,0,0
16430,EC,1,1,6,0
16431,BR,0,0,0,0
16432,BR,1,5,66,1
16433,IN,0,0,0,0
16434,ID,1,1,1,0
16435,US,1,1,6,0
16436,HK,0,0,0,0
16437,MX,1,1,42,0
16438,US,1,1,34,0
16439,IN,1,1,1,0
16440,BD,0,0,0,0
16441,ZA,1,1,2,0
16442,BG,0,0,0,0
16443,IN,1,1,7,0
16444,CA,1,6,8,1
16445,US,1,1,0,0
16446,IN,1,1,0,0
16447,PK,0,0,0,0
16448,ET,1,1,0,0
16449,KE,1,2,1,0
16450,IN,1,1,42,0
16451,AR,1,1,1,0
16452,VN,1,2,15,0
16453,MY,1,3,30,1
16454,IN,1,1,0,0
16455,IN,0,0,0,0
16456,IN,1,1,0,0
16457,NG,0,0,0,0
16458,US,1,5,165,0
16459,US,0,0,0,0
16460,DE,1,46,134,1
16461,TN,0,0,0,0
16462,TN,1,2,11,0
16463,IN,1,14,76,1
16464,MU,0,0,0,0
16465,EG,1,4,0,0
16466,TN,0,0,0,0
16467,US,1,1,3,0
16468,SL,1,2,5,0
16469,IN,0,0,0,0
16470,BD,1,1,2,0
16471,FR,1,1,149,0
16472,GB,1,6,114,1
16473,US,1,4,40,1
16474,PK,0,0,0,0
16475,US,1,1,1,0
16476,DZ,1,1,2,0
16477,TN,0,0,0,0
16478,IN,0,0,0,0
16479,AR,0,0,0,0
16480,EG,0,0,0,0
16481,TN,0,0,0,0
16482,BR,0,0,0,0
16483,IN,0,0,0,0
16484,ML,1,16,0,1
16485,TR,1,1,1,0
16486,MX,0,0,0,0
16487,US,1,44,573,1
16488,US,1,1,42,0
16489,GB,1,1,28,0
16490,IN,1,31,259,1
16491,MA,0,0,0,0
16492,IN,1,1,0,0
16493,RO,1,1,56,0
16494,ES,0,0,0,0
16495,PE,0,0,0,0
16496,GH,0,0,0,0
16497,EG,0,0,0,0
16498,EG,1,5,95,0
16499,IN,1,2,6,0
16500,US,0,0,0,0
16501,NG,0,0,0,0
16502,MA,0,0,0,0
16503,PK,0,0,0,0
16504,CA,1,3,111,0
16505,CA,1,9,115,1
16506,CA,1,1,17,0
16507,EG,0,0,0,0
16508,TR,0,0,0,0
16509,FR,1,1,0,0
16510,GB,1,1,7,0
16511,US,1,10,137,1
16512,AR,1,2,7,0
16513,EG,1,2,1,0
16514,US,0,0,3,0
16515,IN,1,21,23,1
16516,IN,1,21,23,1
16517,IN,1,21,23,1
16518,IN,1,21,23,1
16519,IN,1,21,23,1
16520,CA,0,0,0,0
16521,IN,0,0,3,0
16522,CI,0,0,0,0
16523,US,1,3,56,1
16524,CL,1,20,126,1
16525,US,0,0,0,0
16526,US,1,1,4,0
16527,VN,0,0,0,0
16528,KE,0,0,0,0
16529,ID,0,0,0,0
16530,IN,0,0,0,0
16531,IN,0,0,0,0
16532,NP,1,45,0,1
16533,NP,1,45,0,1
16534,NP,1,45,0,1
16535,NP,1,45,0,1
16536,IN,0,0,0,0
16537,IN,0,0,0,0
16538,UG,0,0,0,0
16539,IN,0,0,0,0
16540,EG,1,1,8,0
16541,IN,0,0,0,0
16542,ID,1,1,0,0
16543,IN,1,2,93,0
16544,IN,0,0,0,0
16545,IN,0,0,0,0
